Gene ID	source_id	Product Description
TGME49_256788	TGME49_256788-t26_1	intraflagellar transport 52 (Protein NGD5) family protein
TGME49_256792	TGME49_256792-t26_1	hypothetical protein
TGME49_256800	TGME49_256800-t26_1	hypothetical protein
TGME49_256810	TGME49_256810-t26_1	DnaJ domain-containing protein
TGME49_256820	TGME49_256820-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_256830	TGME49_256830-t26_1	SacI domain-containing protein
TGME49_256840	TGME49_256840-t26_1	hypothetical protein
TGME49_256850	TGME49_256850-t26_1	hypothetical protein
TGME49_256865	TGME49_256865-t26_1	WD repeat domain 35 family protein
TGME49_256880	TGME49_256880-t26_1	protein kinase domain-containing protein
TGME49_256900	TGME49_256900-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_256910	TGME49_256910-t26_1	vacuolar protein sorting-associated protein 31, putative
TGME49_256920	TGME49_256920-t26_1	phosphatidylinositol-4-phosphate 5-Kinase
TGME49_256950	TGME49_256950-t26_1	hypothetical protein
TGME49_256960	TGME49_256960-t26_1	FYVE zinc finger domain-containing protein
TGME49_256965	TGME49_256965-t26_1	hypothetical protein
TGME49_256970	TGME49_256970-t26_1	vacuolar ATP synthase subunit A, putative
TGME49_256975	TGME49_256975-t26_1	hypothetical protein
TGME49_256980	TGME49_256980-t26_1	glycerol-3-phosphate-acyltransferase
TGME49_256990	TGME49_256990-t26_1	glycyl-tRNA synthetase
TGME49_257000	TGME49_257000-t26_1	solute carrier family 13, putative
TGME49_257010	TGME49_257010-t26_1	sporozoite developmental protein
TGME49_257020	TGME49_257020-t26_1	trafficking protein particle complex subunit 13, putative
TGME49_257030	TGME49_257030-t26_1	hypothetical protein
TGME49_257040	TGME49_257040-t26_1	TB2/DP1, HVA22 family protein
TGME49_257050	TGME49_257050-t26_1	ketopantoate hydroxymethyltransferase - ketopantoate reductase
TGME49_257060	TGME49_257060-t26_1	translation initiation factor sui1 protein
TGME49_257070	TGME49_257070-t26_1	Arf-GAP domain and FG repeat-containing protein AGFG
TGME49_257080	TGME49_257080-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE13
TGME49_257090	TGME49_257090-t26_1	NAC domain-containing protein
TGME49_257100	TGME49_257100-t26_1	hypothetical protein
TGME49_257110	TGME49_257110-t26_1	hypothetical protein
TGME49_257120	TGME49_257120-t26_1	sugar transporter ST1
TGME49_257130	TGME49_257130-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_257140	TGME49_257140-t26_1	tRNA-Met
TGME49_257150	TGME49_257150-t26_1	NOT2 / NOT3 / NOT5 family protein
TGME49_257160	TGME49_257160-t26_1	hypothetical protein
TGME49_257170	TGME49_257170-t26_1	hypothetical protein
TGME49_257180	TGME49_257180-t26_1	DNA repair protein RAD50, putative
TGME49_257290	TGME49_257290-t26_1	RNA 2'-phosphotransferase, Tpt1/KptA family protein
TGME49_257300	TGME49_257300-t26_1	CPH1-interacting protein CIP2
TGME49_257310	TGME49_257310-t26_1	hypothetical protein
TGME49_257330	TGME49_257330-t26_1	hypothetical protein
TGME49_257340	TGME49_257340-t26_1	Ras family protein
TGME49_257350	TGME49_257350-t26_1	eukaryotic translation initiation factor, putative
TGME49_257360	TGME49_257360-t26_1	hypothetical protein
TGME49_257370	TGME49_257370-t26_1	preconoidal region protein PCR2
TGME49_257380	TGME49_257380-t26_1	inhibitor of cysteine protease 1
TGME49_257383	TGME49_257383-t26_1	tRNA-Cys
TGME49_257386	TGME49_257386-t26_1	tRNA-Gly
TGME49_257390	TGME49_257390-t26_1	ribosome biogenesis GTP-binding protein YsxC protein
TGME49_257420	TGME49_257420-t26_1	hypothetical protein
TGME49_257430	TGME49_257430-t26_1	hypothetical protein
TGME49_257440	TGME49_257440-t26_1	SCO1/SenC protein
TGME49_257460	TGME49_257460-t26_1	hypothetical protein
TGME49_257470	TGME49_257470-t26_1	myosin J
TGME49_257480	TGME49_257480-t26_1	NADP-dependent succinate-semialdehyde dehydrogenase
TGME49_257490	TGME49_257490-t26_1	prefoldin subunit superfamily protein
TGME49_257500	TGME49_257500-t26_1	hypothetical protein
TGME49_257510	TGME49_257510-t26_1	CDP-alcohol phosphatidyltransferase superfamily protein
TGME49_257520	TGME49_257520-t26_1	synaptobrevin protein
TGME49_257530	TGME49_257530-t26_1	apicomplexan amino acid transporter ApiAT5-3
TGME49_257540	TGME49_257540-t26_1	hypothetical protein
TGME49_257550	TGME49_257550-t26_1	hypothetical protein
TGME49_257560	TGME49_257560-t26_1	WD domain, G-beta repeat-containing protein
TGME49_257568	TGME49_257568-t26_1	hypothetical protein
TGME49_257572	TGME49_257572-t26_1	hypothetical protein
TGME49_257580	TGME49_257580-t26_1	hypothetical protein
TGME49_257595	TGME49_257595-t26_1	hypothetical protein
TGME49_257610	TGME49_257610-t26_1	hypothetical protein
TGME49_257625	TGME49_257625-t26_1	tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain-containing protein
TGME49_257640	TGME49_257640-t26_1	hypothetical protein
TGME49_257650	TGME49_257650-t26_1	hypothetical protein
TGME49_257670	TGME49_257670-t26_1	hypothetical protein
TGME49_257680	TGME49_257680-t26_1	myosin light chain MLC1
TGME49_257685	TGME49_257685-t26_1	hypothetical protein
TGME49_257690	TGME49_257690-t26_1	hypothetical protein
TGME49_257700	TGME49_257700-t26_1	hypothetical protein
TGME49_257710	TGME49_257710-t26_1	actin-like protein ALP 5
TGME49_257720	TGME49_257720-t26_1	proton ATPase, putative
TGME49_257730	TGME49_257730-t26_1	methionine aminopeptidase 1a
TGME49_257740	TGME49_257740-t26_1	UMP-CMP kinase
TGME49_257750	TGME49_257750-t26_1	homocysteine s-methyltransferase domain-containing protein
TGME49_257755	TGME49_257755-t26_1	hypothetical protein
TGME49_257760	TGME49_257760-t26_1	hypothetical protein
TGME49_257770	TGME49_257770-t26_1	histone lysine methyltransferase SET2
TGME49_257780	TGME49_257780-t26_1	hypothetical protein
TGME49_257790	TGME49_257790-t26_1	lysine deacetylase KDAC4
TGME49_257800	TGME49_257800-t26_1	polynucleotide adenylyltransferase
TGME49_257810	TGME49_257810-t26_1	hypothetical protein
TGME49_257910	TGME49_257910-t26_1	hypothetical protein
TGME49_257925	TGME49_257925-t26_1	hypothetical protein
TGME49_257945	TGME49_257945-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE17
TGME49_257960	TGME49_257960-t26_1	GDP-D-mannose pyrophosphorylase
TGME49_257970	TGME49_257970-t26_1	hypothetical protein
TGME49_257980	TGME49_257980-t26_1	ribosome recycling factor protein
TGME49_257990	TGME49_257990-t26_1	chaperone protein ClpB1
TGME49_258000	TGME49_258000-t26_1	hypothetical protein
TGME49_258010	TGME49_258010-t26_1	calcium signaling protein kinase RAD53, putative
TGME49_258020	TGME49_258020-t26_1	hypothetical protein
TGME49_258030	TGME49_258030-t26_1	DNA polymerase
TGME49_258040	TGME49_258040-t26_1	hypothetical protein
TGME49_258050	TGME49_258050-t26_1	actin like protein ALP2a
TGME49_258060	TGME49_258060-t26_1	myosin heavy chain, putative
TGME49_258070	TGME49_258070-t26_1	hypothetical protein
TGME49_258080	TGME49_258080-t26_1	hypothetical protein
TGME49_258085	TGME49_258085-t26_1	hypothetical protein
TGME49_258090	TGME49_258090-t26_1	hypothetical protein
TGME49_258100	TGME49_258100-t26_1	TPR repeat region protein
TGME49_258105	TGME49_258105-t26_1	hypothetical protein
TGME49_258110	TGME49_258110-t26_1	N-acetylglucosaminylphosphatidylinositol deacetylase
TGME49_258120	TGME49_258120-t26_1	Pex2 / Pex12 amino terminal region protein
TGME49_258130	TGME49_258130-t26_1	Rab1 protein
TGME49_258140	TGME49_258140-t26_1	hypothetical protein
TGME49_258150	TGME49_258150-t26_1	proteasome subunit alpha type 7, putative
TGME49_258160	TGME49_258160-t26_1	carbohydrate kinase
TGME49_258170	TGME49_258170-t26_1	hypothetical protein
TGME49_258180	TGME49_258180-t26_1	hypothetical protein
TGME49_258200	TGME49_258200-t26_1	hypothetical protein
TGME49_258210	TGME49_258210-t26_1	DNA-directed RNA polymerase II RPB2
TGME49_258220	TGME49_258220-t26_1	hypothetical protein
TGME49_258225	TGME49_258225-t26_1	hypothetical protein
TGME49_258230	TGME49_258230-t26_1	rhoptry kinase family protein ROP20
TGME49_258240	TGME49_258240-t26_1	chromodomain helicase DNA binding protein CHD1/SWI2/SNF2
TGME49_258350	TGME49_258350-t26_1	hypothetical protein
TGME49_258360	TGME49_258360-t26_1	hypothetical protein
TGME49_258370	TGME49_258370-t26_1	rhoptry kinase family protein ROP28
TGME49_258380	TGME49_258380-t26_1	elongation factor p (ef-p) kow family domain-containing protein
TGME49_258390	TGME49_258390-t26_1	DnaJ protein, putative
TGME49_258400	TGME49_258400-t26_1	LCCL-related protein CCp5A
TGME49_258410	TGME49_258410-t26_1	photosensitized INA-labeled protein PHIL1
TGME49_258420	TGME49_258420-t26_1	hypothetical protein
TGME49_258450	TGME49_258450-t26_1	apicomplexan kinetochore protein AKIT8, putative
TGME49_258458	TGME49_258458-t26_1	hypothetical protein
TGME49_258462	TGME49_258462-t26_1	hypothetical protein
TGME49_258470	TGME49_258470-t26_1	inner membrane complex protein IMC24
TGME49_258480	TGME49_258480-t26_1	hypothetical protein
TGME49_258490	TGME49_258490-t26_1	hypothetical protein
TGME49_258500	TGME49_258500-t26_1	ribosomal RNA-processing protein 7, putative
TGME49_258508	TGME49_258508-t26_1	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein
TGME49_258512	TGME49_258512-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE16
TGME49_258520	TGME49_258520-t26_1	WD domain, G-beta repeat-containing protein
TGME49_258530	TGME49_258530-t26_1	flagellar associated protein
TGME49_258540	TGME49_258540-t26_1	phosphoglycerate mutase family protein
TGME49_258550	TGME49_258550-t26_1	SAG-related sequence SRS28
TGME49_258560	TGME49_258560-t26_1	hypothetical protein
TGME49_258570	TGME49_258570-t26_1	hypothetical protein
TGME49_258575	TGME49_258575-t26_1	Dpy-30 motif protein
TGME49_258580	TGME49_258580-t26_1	rhoptry protein ROP17
TGME49_258590	TGME49_258590-t26_1	hypothetical protein
TGME49_258610	TGME49_258610-t26_1	hypothetical protein
TGME49_258618	TGME49_258618-t26_1	hypothetical protein
TGME49_258622	TGME49_258622-t26_1	hypothetical protein
TGME49_258625	TGME49_258625-t26_1	peptidyl-prolyl cis-trans isomerase, FKBP-type domain-containing protein
TGME49_258630	TGME49_258630-t26_1	hypothetical protein
TGME49_258640	TGME49_258640-t26_1	adenylate kinase superfamily protein
TGME49_258650	TGME49_258650-t26_1	ferrochelatase
TGME49_258660	TGME49_258660-t26_1	rhoptry protein ROP6
TGME49_258670	TGME49_258670-t26_1	hypothetical protein
TGME49_258680	TGME49_258680-t26_1	TATA-box binding protein TBP2
TGME49_258690	TGME49_258690-t26_1	5-aminolevulinic acid synthase domain-containing protein
TGME49_258700	TGME49_258700-t26_1	transporter, major facilitator family protein
TGME49_258710	TGME49_258710-t26_1	spindle assembly abnormal protein 4, putative
TGME49_258720	TGME49_258720-t26_1	Ubiquitin family protein, putative
TGME49_258730	TGME49_258730-t26_1	hypothetical protein
TGME49_258740	TGME49_258740-t26_1	eukaryotic initiation factor-2A, putative
TGME49_258750	TGME49_258750-t26_1	hypothetical protein
TGME49_258760	TGME49_258760-t26_1	hypothetical protein
TGME49_258770	TGME49_258770-t26_1	polypeptide n-acetylgalactosaminyltransferase 12, putative
TGME49_258780	TGME49_258780-t26_1	OTU domain-containing protein OTUD3A
TGME49_258790	TGME49_258790-t26_1	protein essential for chromosome replication ECR1
TGME49_258800	TGME49_258800-t26_1	rhoptry kinase family protein ROP31
TGME49_258810	TGME49_258810-t26_1	SAG-related sequence SRS27B
TGME49_258820	TGME49_258820-t26_1	hypothetical protein
TGME49_258826	TGME49_258826-t26_1	hypothetical protein
TGME49_258828	TGME49_258828-t26_1	hypothetical protein
TGME49_258832	TGME49_258832-t26_1	Vps52 / Sac2 family protein
TGME49_258840	TGME49_258840-t26_1	hypothetical protein
TGME49_258850	TGME49_258850-t26_1	hypothetical protein
TGME49_258860	TGME49_258860-t26_1	hypothetical protein
TGME49_258870	TGME49_258870-t26_1	cyst wall protein CST7
TGME49_258880	TGME49_258880-t26_1	axonemal dynein light chain p33, putative
TGME49_258890	TGME49_258890-t26_1	hypothetical protein
TGME49_258900	TGME49_258900-t26_1	hypothetical protein
TGME49_258910	TGME49_258910-t26_1	hypothetical protein
TGME49_258920	TGME49_258920-t26_1	hypothetical protein
TGME49_258930	TGME49_258930-t26_1	peptidylprolyl isomerase
TGME49_258940	TGME49_258940-t26_1	acylphosphatase family protein
TGME49_258950	TGME49_258950-t26_1	lectin family protein
TGME49_258970	TGME49_258970-t26_1	hypothetical protein
TGME49_258980	TGME49_258980-t26_1	hypothetical protein
TGME49_258990	TGME49_258990-t26_1	bromodomain-containing protein BDP3
TGME49_259000	TGME49_259000-t26_1	ER membrane protein complex subunit 4, putative
TGME49_259010	TGME49_259010-t26_1	vacuolar ATP synthase subunit d, putative
TGME49_259020	TGME49_259020-t26_1	bradyzoite antigen BAG1
TGME49_259030	TGME49_259030-t26_1	hypothetical protein
TGME49_259040	TGME49_259040-t26_1	hypothetical protein
TGME49_259050	TGME49_259050-t26_1	hypothetical protein
TGME49_259060	TGME49_259060-t26_1	hypothetical protein
TGME49_259070	TGME49_259070-t26_1	acetyltransferase, GNAT family protein
TGME49_259080	TGME49_259080-t26_1	hypothetical protein
TGME49_259090	TGME49_259090-t26_1	ubiquitin-conjugating enzyme subfamily protein
TGME49_259100	TGME49_259100-t26_1	hypothetical protein
TGME49_259115	TGME49_259115-t26_1	ABC1 family protein
TGME49_259130	TGME49_259130-t26_1	4-hydroxybenzoate polyprenyl transferase
TGME49_259140	TGME49_259140-t26_1	hypothetical protein
TGME49_259150	TGME49_259150-t26_1	hypothetical protein
TGME49_259155	TGME49_259155-t26_1	hypothetical protein
TGME49_259160	TGME49_259160-t26_1	hypothetical protein
TGME49_259168	TGME49_259168-t26_1	hypothetical protein
TGME49_259172	TGME49_259172-t26_1	hypothetical protein
TGME49_259180	TGME49_259180-t26_1	cystathionine beta-synthase
TGME49_259190	TGME49_259190-t26_1	hypothetical protein
TGME49_259200	TGME49_259200-t26_1	Na+/H+ exchanger NHE1
TGME49_259205	TGME49_259205-t26_1	hypothetical protein
TGME49_259210	TGME49_259210-t26_1	jmjC domain-containing protein C2orf60
TGME49_259220	TGME49_259220-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_259230	TGME49_259230-t26_1	site-specific recombinase, phage integrase family protein
TGME49_259240	TGME49_259240-t26_1	ribosomal protein RPS21
TGME49_259250	TGME49_259250-t26_1	ATP-dependent DNA helicase, RecQ family protein
TGME49_259260	TGME49_259260-t26_1	membrane protein FtsH1
TGME49_259270	TGME49_259270-t26_1	SAG-related sequence SRS26E
TGME49_259280	TGME49_259280-t26_1	hypothetical protein
TGME49_259290	TGME49_259290-t26_1	SAG-related sequence SRS26C
TGME49_259300	TGME49_259300-t26_1	SAG-related sequence SRS26B
TGME49_259410	TGME49_259410-t26_1	SAG-related sequence SRS26A
TGME49_259520	TGME49_259520-t26_1	spindle and kinetochore-associated protein SKA2
TGME49_259530	TGME49_259530-t26_1	GalNac
TGME49_259540	TGME49_259540-t26_1	hypothetical protein
TGME49_259550	TGME49_259550-t26_1	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase
TGME49_259560	TGME49_259560-t26_1	endonuclease/exonuclease/phosphatase family protein
TGME49_259570	TGME49_259570-t26_1	CMP/dCMP deaminase, zinc-binding, putative
TGME49_259580	TGME49_259580-t26_1	hypothetical protein
TGME49_259590	TGME49_259590-t26_1	membrane protein, putative
TGME49_259600	TGME49_259600-t26_1	hypothetical protein
TGME49_259610	TGME49_259610-t26_1	hypothetical protein
TGME49_259620	TGME49_259620-t26_1	hypothetical protein
TGME49_259630	TGME49_259630-t26_1	inner membrane complex protein IMC27
TGME49_259640	TGME49_259640-t26_1	nucleoporin NUP302
TGME49_259650	TGME49_259650-t26_1	zinc finger protein, putative
TGME49_259660	TGME49_259660-t26_1	orotate phosphoribosyltransferase
TGME49_259670	TGME49_259670-t26_1	von Willebrand factor type A domain-containing protein
TGME49_259680	TGME49_259680-t26_1	hypothetical protein
TGME49_259690	TGME49_259690-t26_1	orotidine-5-phosphate decarboxylase/orotate phosphoribosyltransferase
TGME49_259700	TGME49_259700-t26_1	hypothetical protein
TGME49_259710	TGME49_259710-t26_1	protein kinase
TGME49_259720	TGME49_259720-t26_1	membrane inositol phospholipid binding protein
TGME49_259830	TGME49_259830-t26_1	diacylglycerol kinase DGK2
TGME49_259835	TGME49_259835-t26_1	hypothetical protein
TGME49_259840	TGME49_259840-t26_1	hypothetical protein
TGME49_259850	TGME49_259850-t26_1	hypothetical protein
TGME49_259860	TGME49_259860-t26_1	hypothetical protein
TGME49_259870	TGME49_259870-t26_1	hypothetical protein
TGME49_259880	TGME49_259880-t26_1	hypothetical protein
TGME49_259890	TGME49_259890-t26_1	Kazal-type serine protease inhibitor domain-containing protein
TGME49_259895	TGME49_259895-t26_1	hypothetical protein
TGME49_259900	TGME49_259900-t26_1	hypothetical protein
TGME49_259920	TGME49_259920-t26_1	GTP-binding protein, putative
TGME49_259938	TGME49_259938-t26_1	tRNA-Pro
TGME49_259940	TGME49_259940-t26_1	hypothetical protein
TGME49_259950	TGME49_259950-t26_1	carbonate dehydratase, eukaryotic-type domain-containing protein
TGME49_259960	TGME49_259960-t26_1	Nucleoside-diphosphatase
TGME49_259965	TGME49_259965-t26_1	Bardet-Biedl syndrome 5, putative
TGME49_259970	TGME49_259970-t26_1	hypothetical protein
TGME49_259980	TGME49_259980-t26_1	DnaJ domain-containing protein
TGME49_259990	TGME49_259990-t26_1	SAC3/GANP family protein
TGME49_260000	TGME49_260000-t26_1	hypothetical protein
TGME49_260010	TGME49_260010-t26_1	acetyltransferase, GNAT family protein
TGME49_260020	TGME49_260020-t26_1	hypothetical protein
TGME49_260030	TGME49_260030-t26_1	atypical MEK-related kinase (incomplete catalytic triad)
TGME49_260140	TGME49_260140-t26_1	phosphomannose isomerase type I protein
TGME49_260150	TGME49_260150-t26_1	tetratricopeptide repeat-containing protein
TGME49_260160	TGME49_260160-t26_1	hypothetical protein
TGME49_260170	TGME49_260170-t26_1	elongation factor EF-G, putative
TGME49_260180	TGME49_260180-t26_1	hypothetical protein
TGME49_260190	TGME49_260190-t26_1	microneme protein MIC13
TGME49_260200	TGME49_260200-t26_1	helicase associated domain (ha2) protein
TGME49_260205	TGME49_260205-t26_1	hypothetical protein
TGME49_260210	TGME49_260210-t26_1	DnaJ domain-containing protein
TGME49_260220	TGME49_260220-t26_1	folate/biopterin transporter subfamily protein
TGME49_260230	TGME49_260230-t26_1	hypothetical protein
TGME49_260240	TGME49_260240-t26_1	ccr4-associated factor family protein
TGME49_260250	TGME49_260250-t26_1	cyclin domain protein, cyclin H family protein
TGME49_260260	TGME49_260260-t26_1	ribosomal protein RPP1
TGME49_260270	TGME49_260270-t26_1	HEAT repeat-containing protein
TGME49_260280	TGME49_260280-t26_1	hypothetical protein
TGME49_260290	TGME49_260290-t26_1	hypothetical protein
TGME49_260300	TGME49_260300-t26_1	metal cation transporter, ZIP family protein
